id,key,type,value
1709618272,noexit,regular,yes
1709618289,noexit,regular,yes
1709618311,highway,regular,crossing
1709618335,highway,regular,crossing
1709618392,noexit,regular,yes
1709618487,noexit,regular,yes
1709618570,highway,regular,crossing
1709618610,highway,regular,crossing
1709618611,highway,regular,crossing
1709618683,highway,regular,crossing
1709618734,noexit,regular,yes
1709618745,highway,regular,crossing
1709618774,highway,regular,crossing
1709618796,highway,regular,crossing
1709618851,noexit,regular,yes
1709618871,highway,regular,crossing
1709618912,noexit,regular,yes
1709619101,noexit,regular,yes
1709619127,highway,regular,turning_circle
1709619287,noexit,regular,yes
1709619312,highway,regular,crossing
1709619320,highway,regular,crossing
1709724182,noexit,regular,yes
1709724442,noexit,regular,yes
1709724589,noexit,regular,yes
1709726235,noexit,regular,yes
1709726266,noexit,regular,yes
1709726894,noexit,regular,yes
1709726905,noexit,regular,yes
1710461012,highway,regular,crossing
1710461012,crossing,regular,zebra
1711019627,name,regular,Woodworkers Emporium
1711019627,shop,regular,doityourself
1711019627,phone,regular,+1 800 779-7458
1711019627,website,regular,http://www.woodworkersemporium.com
1711019627,street,addr,Arville Street
1711019627,fax,contact,+1 702 871-0991
1711019627,postcode,addr,89118
1711019627,housenumber,addr,5461 
1711763484,amenity,regular,parking_entrance
1711763517,highway,regular,traffic_signals
1711763537,name,regular,The Flashlight
1711763537,tourism,regular,artwork
1712837590,noexit,regular,yes
1712837630,noexit,regular,yes
1720351296,name,regular,Starbucks
1720351296,amenity,regular,cafe
1721875457,name,regular,Popeyes
1721875457,phone,regular,17023950060
1721875457,amenity,regular,fast_food
1721875457,street,addr,Craig Road
1721875457,postcode,addr,89129
1721875457,opening_hours,regular,Mo-Su 10:00-23:00
1721875457,housenumber,addr,7181
1721875458,name,regular,Albertsons
1721875458,shop,regular,supermarket
1721875458,phone,regular,17028399034
1721875458,website,regular,http://www.albertsons.com
1721875458,street,addr,W Craig Rd
1721875458,postcode,addr,8929
1721875458,opening_hours,regular,Mo-Su 06:00-00:00
1721875458,housenumber,addr,7151
1722450985,highway,regular,turning_circle
1722451001,highway,regular,turning_circle
1722451015,highway,regular,turning_circle
1722451022,highway,regular,turning_circle
1722451031,highway,regular,turning_circle
1723646622,highway,regular,crossing
1723646695,highway,regular,crossing
1726469499,amenity,regular,fuel
1726491707,power,regular,tower
1726491719,power,regular,tower
1726491726,power,regular,tower
1726491733,power,regular,tower
1726491739,power,regular,tower
1726491744,power,regular,tower
1726491746,power,regular,tower
1726491749,power,regular,tower
1726491767,power,regular,tower
1726491770,amenity,regular,parking
1726491770,parking,regular,surface
1726491816,power,regular,tower
1726491837,power,regular,tower
1726491874,power,regular,tower
1726491882,power,regular,tower
1726491887,power,regular,tower
1727149740,power,regular,pole
1727149741,power,regular,pole
1727149742,power,regular,pole
1727149743,power,regular,pole
1727149745,power,regular,pole
1727149746,power,regular,pole
1727149747,power,regular,pole
1727149748,power,regular,pole
1727149749,power,regular,pole
1727149750,power,regular,pole
1727149751,power,regular,pole
1727149752,power,regular,pole
1727149753,power,regular,pole
1727149754,power,regular,pole
1727149755,power,regular,pole
1727149756,power,regular,pole
1727149757,power,regular,pole
1727149758,power,regular,pole
1727149759,power,regular,pole
1727149760,power,regular,pole
1727149761,power,regular,pole
1727149762,power,regular,pole
1727149763,power,regular,pole
1727149764,power,regular,pole
1727149765,power,regular,pole
1727149766,power,regular,pole
1727149767,power,regular,pole
1727149768,power,regular,pole
1727149769,power,regular,pole
1727149770,power,regular,pole
1727149771,power,regular,pole
1727149772,power,regular,pole
1727149773,power,regular,pole
1727149774,power,regular,pole
1727149775,power,regular,pole
1727149776,power,regular,pole
1727149777,power,regular,pole
1727149778,power,regular,pole
1727149779,power,regular,pole
1727289129,amenity,regular,toilets
1727290892,tourism,regular,viewpoint
1727290893,tourism,regular,viewpoint
1733107528,highway,regular,turning_circle
1733111424,highway,regular,turning_circle
1733115758,highway,regular,turning_circle
1733118498,highway,regular,turning_circle
1733148164,highway,regular,turning_circle
1733150801,highway,regular,turning_circle
1733177252,name,regular,Stay suites of America
1733177252,tourism,regular,motel
1733180848,name,regular,Desert Adult Books
1733180848,shop,regular,books
1733187416,noexit,regular,yes
1737961736,name,regular,AquaKnox
1737961736,phone,regular,+1 702 414 3772
1737961736,amenity,regular,restaurant
1737961736,website,regular,www.aquaknox.net
1737961737,name,regular,Chandelier
1737961737,amenity,regular,bar
1737961738,name,regular,Julian Serrano
1737961738,phone,regular,+1 702 590 7111
1737961738,amenity,regular,restaurant
1737961738,internet_access,regular,wlan
1737961739,name,regular,Pink's
1737961739,amenity,regular,fast_food
1737961739,opening_hours,regular,Su-Th 10:30-24:00; Fr-Sa 10:30-03:00
1737961740,fax,regular,+1 702 407 5311
1737961740,name,regular,Public House
1737961740,email,regular,info@publichouselv.com
1737961740,phone,regular,+1 702 407 5310
1737961740,amenity,regular,restaurant
1737961740,website,regular,www.publichouselv.com
1737961741,name,regular,Omnia
1737961741,amenity,regular,nightclub
1737961741,website,regular,https://www.caesars.com/caesars-palace/things-to-do/omnia-nightclub
1737961742,name,regular,Shadow Bar
1737961742,amenity,regular,bar
1737961743,name,regular,Starbucks
1737961743,phone,regular,17027406969
1737961743,amenity,regular,cafe
1737961743,opening_hours,regular,Su-We 06:00-22:00; Th-Sa 06:00-01:00
1747237249,noexit,regular,yes
1747237378,noexit,regular,yes
1747237423,noexit,regular,yes
1747237466,highway,regular,crossing
1747237570,noexit,regular,yes
1747237660,noexit,regular,yes
1747237667,noexit,regular,yes
1747237682,noexit,regular,yes
1747237689,highway,regular,crossing
1747237705,noexit,regular,yes
1747237712,noexit,regular,yes
1747237715,noexit,regular,yes
1747237839,highway,regular,crossing
1747237863,highway,regular,crossing
1747237867,highway,regular,crossing
1747237918,highway,regular,crossing
1747237919,highway,regular,crossing
1747237920,highway,regular,crossing
1747237946,noexit,regular,yes
1747238105,noexit,regular,yes
1747238106,noexit,regular,yes
1747238139,noexit,regular,yes
1747238282,noexit,regular,yes
1747238317,noexit,regular,yes
1747238327,highway,regular,crossing
1747238337,highway,regular,crossing
1747238375,noexit,regular,yes
1747238433,noexit,regular,yes
1747238446,noexit,regular,yes
1747238449,noexit,regular,yes
1747238459,noexit,regular,yes
1747238530,noexit,regular,yes
1747238534,noexit,regular,yes
1747238542,noexit,regular,yes
1747238544,noexit,regular,yes
1747238556,noexit,regular,yes
1747238559,noexit,regular,yes
1747238588,highway,regular,crossing
1747278458,noexit,regular,yes
1747278470,noexit,regular,yes
1747278480,noexit,regular,yes
1747278491,noexit,regular,yes
1747278558,highway,regular,crossing
1747278559,noexit,regular,yes
1747278713,noexit,regular,yes
1747313339,highway,regular,crossing
1747313469,highway,regular,crossing
1747313584,noexit,regular,yes
1747313597,noexit,regular,yes
1747313730,highway,regular,crossing
1747313746,noexit,regular,yes
1747313762,highway,regular,crossing
1747313765,highway,regular,crossing
1747313853,barrier,regular,gate
1747313883,highway,regular,crossing
1747313885,noexit,regular,yes
1747314112,highway,regular,crossing
1747314142,highway,regular,crossing
1747314155,highway,regular,crossing
1747314165,highway,regular,crossing
1747314167,noexit,regular,yes
1747314372,noexit,regular,yes
1747314377,highway,regular,crossing
1747314469,highway,regular,crossing
1747314508,noexit,regular,yes
1747314548,noexit,regular,yes
1747314560,noexit,regular,yes
1747314577,noexit,regular,yes
1747314725,highway,regular,crossing
1747314766,highway,regular,crossing
1747315018,noexit,regular,yes
1747315053,noexit,regular,yes
1747315064,noexit,regular,yes
1747315103,noexit,regular,yes
1747315137,highway,regular,crossing
1747315170,noexit,regular,yes
1747315175,noexit,regular,yes
1747315196,highway,regular,crossing
1747315234,noexit,regular,yes
1747315630,noexit,regular,yes
1747315642,noexit,regular,yes
1747315649,noexit,regular,yes
1747315687,noexit,regular,yes
1747315716,noexit,regular,yes
1747315728,highway,regular,crossing
1747323519,noexit,regular,yes
1747323532,noexit,regular,yes
1747323585,noexit,regular,yes
1747323608,noexit,regular,yes
1747323616,noexit,regular,yes
1747323644,noexit,regular,yes
1747323715,noexit,regular,yes
1747323729,noexit,regular,yes
1747323785,noexit,regular,yes
1747323786,noexit,regular,yes
1747323791,noexit,regular,yes
1747323792,noexit,regular,yes
1747323794,noexit,regular,yes
1747323802,noexit,regular,yes
1747323808,noexit,regular,yes
1747323810,noexit,regular,yes
1747323813,noexit,regular,yes
1747323816,noexit,regular,yes
1747323873,noexit,regular,yes
1747323879,noexit,regular,yes
1747323881,noexit,regular,yes
1747323882,noexit,regular,yes
1747323888,noexit,regular,yes
1747323892,noexit,regular,yes
1747323913,noexit,regular,yes
1747323916,noexit,regular,yes
1747323926,noexit,regular,yes
1747323929,noexit,regular,yes
1747323959,noexit,regular,yes
1747323969,noexit,regular,yes
1747323970,noexit,regular,yes
1748194627,noexit,regular,yes
1748194635,highway,regular,crossing
1748194646,highway,regular,crossing
1748194660,noexit,regular,yes
1748194850,noexit,regular,yes
1748194875,noexit,regular,yes
1748194885,highway,regular,crossing
1748194886,highway,regular,crossing
1748195072,noexit,regular,yes
1748195092,highway,regular,crossing
1748195101,highway,regular,crossing
1748195147,noexit,regular,yes
1748195156,noexit,regular,yes
1749484250,power,regular,tower
1749484255,power,regular,tower
1749484258,power,regular,tower
1749484261,power,regular,tower
1749484262,power,regular,tower
1749484263,power,regular,tower
1749484264,power,regular,tower
1749484266,power,regular,tower
1749484269,power,regular,tower
1749484272,power,regular,tower
1749484275,power,regular,tower
1749484277,power,regular,tower
1749484278,power,regular,tower
1749484279,power,regular,tower
1749484280,power,regular,tower
1749484281,power,regular,tower
1749484282,power,regular,tower
1749484283,power,regular,tower
1749484284,power,regular,tower
1749484285,power,regular,tower
1749484286,power,regular,tower
1749484287,power,regular,tower
1749484288,power,regular,tower
1749484289,power,regular,tower
1749484290,power,regular,tower
1749484291,power,regular,tower
1749484292,power,regular,tower
1749484293,power,regular,tower
1749484294,power,regular,tower
1749484295,power,regular,tower
1749484296,power,regular,tower
1749484297,power,regular,tower
1749484298,power,regular,tower
1749484299,power,regular,tower
1749484300,power,regular,tower
1749484301,power,regular,tower
1749484302,power,regular,tower
1749484303,power,regular,tower
1749484304,power,regular,tower
1749484305,power,regular,tower
1749484306,power,regular,tower
1749484307,power,regular,tower
1749484308,power,regular,tower
1749484309,power,regular,tower
1749484310,power,regular,tower
1749484311,power,regular,tower
1749484312,power,regular,tower
1749484313,power,regular,tower
1749484314,power,regular,tower
1749484315,power,regular,tower
1749484316,power,regular,tower
1749484317,power,regular,tower
1749484318,power,regular,tower
1749484319,power,regular,tower
1749484320,power,regular,tower
1749484321,power,regular,tower
1749484322,power,regular,tower
1750340908,power,regular,tower
1750340910,power,regular,tower
1750340911,power,regular,tower
1750340913,power,regular,tower
1750340915,power,regular,tower
1750340917,power,regular,tower
1750340918,power,regular,tower
1753677256,highway,regular,crossing
1753677274,highway,regular,crossing
1753677320,highway,regular,crossing
1753677488,highway,regular,crossing
1753677594,highway,regular,crossing
1753677620,highway,regular,crossing
1753677624,highway,regular,crossing
1753677637,highway,regular,crossing
1753677643,highway,regular,crossing
1753677661,highway,regular,crossing
1753677724,highway,regular,crossing
1753677785,highway,regular,crossing
1753677820,highway,regular,crossing
1753678091,highway,regular,crossing
1753678159,highway,regular,crossing
1753678159,crossing,regular,uncontrolled
1753678568,noexit,regular,yes
1753678580,noexit,regular,yes
1753678583,noexit,regular,yes
1753678605,highway,regular,crossing
1753678613,noexit,regular,yes
1753678616,noexit,regular,yes
1753678649,highway,regular,traffic_signals
1753678692,noexit,regular,yes
1753678738,noexit,regular,yes
1753679017,noexit,regular,yes
1753679328,highway,regular,crossing
1753679407,highway,regular,crossing
1753679411,highway,regular,crossing
1753679799,highway,regular,crossing
1753679811,highway,regular,crossing
1763786553,highway,regular,crossing
1763786557,highway,regular,crossing
1763786559,noexit,regular,yes
1763786560,noexit,regular,yes
1763786572,noexit,regular,yes
1763786585,noexit,regular,yes
1763786591,highway,regular,turning_circle
1763786594,noexit,regular,yes
1763786596,noexit,regular,yes
1763786599,noexit,regular,yes
1763786611,noexit,regular,yes
1763786721,highway,regular,crossing
1763786722,highway,regular,crossing
1763786739,highway,regular,crossing
1763786741,noexit,regular,yes
1763786755,highway,regular,crossing
1763786758,highway,regular,crossing
1763786764,noexit,regular,yes
1763786781,noexit,regular,yes
1763786857,noexit,regular,yes
1763786858,noexit,regular,yes
1763786907,noexit,regular,yes
1763786913,noexit,regular,yes
1763786916,noexit,regular,yes
1763786932,noexit,regular,yes
1763786956,noexit,regular,yes
1763786964,noexit,regular,yes
1763787015,noexit,regular,yes
1763787023,noexit,regular,yes
1763787057,noexit,regular,yes
1763787132,noexit,regular,yes
1763787168,noexit,regular,yes
1763787171,noexit,regular,yes
1763787173,noexit,regular,yes
1763787180,noexit,regular,yes
1763787182,highway,regular,crossing
1763787197,noexit,regular,yes
1763787198,highway,regular,crossing
1763787267,highway,regular,turning_circle
1763787288,noexit,regular,yes
1763787299,noexit,regular,yes
1763787311,noexit,regular,yes
1763787312,noexit,regular,yes
1763787315,noexit,regular,yes
1763787333,noexit,regular,yes
1763787341,noexit,regular,yes
1763787495,noexit,regular,yes
1763787505,noexit,regular,yes
1763787506,noexit,regular,yes
1763787540,noexit,regular,yes
1763787626,noexit,regular,yes
1763787695,noexit,regular,yes
1763787727,noexit,regular,yes
1763787763,noexit,regular,yes
1763787796,highway,regular,crossing
1763787859,noexit,regular,yes
1763787960,highway,regular,turning_circle
1763788023,noexit,regular,yes
1763788139,highway,regular,crossing
1763788151,noexit,regular,yes
1763788189,noexit,regular,yes
1763788220,noexit,regular,yes
1763788305,noexit,regular,yes
1763788311,noexit,regular,yes
1763788354,noexit,regular,yes
1763788359,noexit,regular,yes
1763788404,noexit,regular,yes
1763788445,noexit,regular,yes
1763788446,noexit,regular,yes
1763788452,noexit,regular,yes
1763788455,noexit,regular,yes
1763788457,noexit,regular,yes
1763788458,noexit,regular,yes
1763788468,noexit,regular,yes
1763788471,noexit,regular,yes
1763788475,noexit,regular,yes
1763788492,noexit,regular,yes
1763788499,noexit,regular,yes
1763788512,noexit,regular,yes
1768165928,name,regular,Potosi
1768165928,place,regular,hamlet
1769166514,noexit,regular,yes
1769166713,noexit,regular,yes
1769166719,noexit,regular,yes
1769166756,noexit,regular,yes
1769166769,noexit,regular,yes
1769166795,noexit,regular,yes
1769166797,noexit,regular,yes
1769166842,noexit,regular,yes
1769166844,noexit,regular,yes
1769166887,noexit,regular,yes
1769166899,noexit,regular,yes
1769166917,noexit,regular,yes
1769166948,noexit,regular,yes
1769166953,noexit,regular,yes
1769166990,noexit,regular,yes
1769166996,noexit,regular,yes
1769167007,noexit,regular,yes
1769167023,highway,regular,turning_circle
1769167025,highway,regular,turning_circle
1769174306,noexit,regular,yes
1769258462,review,regular,no
1769258462,source,regular,Bing
1769258462,amenity,regular,shelter
1769258462,shelter_type,regular,picnic_shelter
1769258865,review,regular,no
1769258865,source,regular,Bing
1769258865,amenity,regular,shelter
1769258865,shelter_type,regular,picnic_shelter
1769258925,review,regular,no
1769258925,source,regular,Bing
1769258925,amenity,regular,shelter
1769258925,shelter_type,regular,picnic_shelter
1769258979,review,regular,no
1769258979,source,regular,Bing
1769258979,amenity,regular,shelter
1769258979,shelter_type,regular,picnic_shelter
1769259001,review,regular,no
1769259001,source,regular,Bing
1769259001,amenity,regular,shelter
1769259001,shelter_type,regular,picnic_shelter
1769259050,review,regular,no
1769259050,source,regular,Bing
1769259050,amenity,regular,shelter
1769259050,shelter_type,regular,picnic_shelter
1769259051,noexit,regular,yes
1769259121,review,regular,no
1769259121,source,regular,Bing
1769259121,amenity,regular,shelter
1769259121,shelter_type,regular,picnic_shelter
1771732125,name,regular,Firestation 31
1771732125,amenity,regular,fire_station
1777734168,name,regular,Coo Coo's Gourmet Coffee Cafe
1777734168,wifi,regular,free
1777734168,phone,regular,(702) 568-5069
1777734168,source,regular,Local Knowledge
1777734168,amenity,regular,cafe
1777734168,cuisine,regular,coffee_shop
1777734168,website,regular,http://www.coocooscafe.com
1777734168,street,addr,W Pacific Street
1777734168,postcode,addr,89015
1777734168,housenumber,addr,19
1777736848,name,regular,Islander's Grill
1777736848,source,regular,Local Knowledge
1777736848,amenity,regular,restaurant
1777736848,cuisine,regular,Hawaiian
1777736848,street,addr,W PACIFIC AVE
1777736848,postcode,addr,89015
1777736848,housenumber,addr,18
1777740098,name,regular,Naga
1777740098,source,regular,Local Knowledge
1777740098,amenity,regular,restaurant
1777740098,cuisine,regular,thai
1777740098,website,regular,http://www.nagathaidining.com/
1777740098,street,addr,"West Horizon Ridge Parkway, STE 150"
1777740098,postcode,addr,89012
1777740098,housenumber,addr,76
1778843946,power,regular,tower
1778843947,power,regular,tower
1778843948,power,regular,tower
1778843949,power,regular,tower
1778843950,power,regular,tower
1778843951,power,regular,tower
1778843952,power,regular,tower
1778843953,power,regular,tower
1778843954,power,regular,tower
1778843955,power,regular,tower
1778843956,power,regular,tower
1778843957,power,regular,tower
1778843958,power,regular,tower
1778843959,power,regular,tower
1778843960,power,regular,tower
1778843961,power,regular,tower
1778843962,power,regular,tower
1778843963,power,regular,tower
1778843964,power,regular,tower
1778843965,power,regular,tower
1778843966,power,regular,tower
1778843967,power,regular,tower
1778843968,power,regular,tower
1778843969,power,regular,tower
1778843970,power,regular,tower
1778843971,power,regular,tower
1778843972,power,regular,tower
1778843973,power,regular,tower
1778843974,power,regular,tower
1778843975,power,regular,tower
1778843976,power,regular,tower
1778843977,power,regular,tower
1778843978,power,regular,tower
1778843979,power,regular,tower
1778843980,power,regular,tower
1778843981,power,regular,tower
1778843982,power,regular,tower
1778843983,power,regular,tower
1778843984,power,regular,tower
1778843985,power,regular,tower
1778843986,power,regular,tower
1778843987,power,regular,tower
1778843988,power,regular,tower
1778843989,power,regular,tower
1778843990,power,regular,tower
1778843991,power,regular,tower
1778843992,power,regular,tower
1778843993,power,regular,tower
1778843994,power,regular,tower
1778843995,power,regular,tower
1778843996,power,regular,tower
1778843997,power,regular,tower
1778843998,power,regular,tower
1778843999,power,regular,tower
1778844000,power,regular,tower
1778844001,power,regular,tower
1778844002,power,regular,tower
1778844003,power,regular,tower
1778844004,power,regular,tower
1778844005,power,regular,tower
1778844006,power,regular,tower
1778844007,power,regular,tower
1778844008,power,regular,tower
1778844009,power,regular,tower
1778844010,power,regular,tower
1778844011,power,regular,tower
1778844012,power,regular,tower
1778844013,power,regular,tower
1778844014,power,regular,tower
1778844015,power,regular,tower
1778844016,power,regular,tower
1778844017,power,regular,tower
1778844018,power,regular,tower
1778844019,power,regular,tower
1778844020,power,regular,tower
1778844021,power,regular,tower
1778844022,power,regular,tower
1778844023,power,regular,tower
1778844024,power,regular,tower
1778844025,power,regular,tower
1778844026,power,regular,tower
1778844027,power,regular,tower
1778844028,power,regular,tower
1778844029,power,regular,tower
1778844030,power,regular,tower
1778844031,power,regular,tower
1778844032,power,regular,tower
1778844033,power,regular,tower
1780001933,power,regular,tower
1780001954,power,regular,tower
1780001955,power,regular,tower
1780001956,power,regular,tower
1780001957,power,regular,tower
1780001958,power,regular,tower
1780001959,power,regular,tower
1780001960,power,regular,tower
1780001961,power,regular,tower
1780001962,power,regular,tower
1780001963,power,regular,tower
1780001964,power,regular,tower
1780001965,power,regular,tower
1780001966,power,regular,tower
1780001967,power,regular,tower
1780001968,power,regular,tower
1780001969,power,regular,tower
1780001970,power,regular,tower
1780001971,power,regular,tower
1780001972,power,regular,tower
1780001973,power,regular,tower
1780001974,power,regular,tower
1780001975,power,regular,tower
1780001976,power,regular,tower
1780001977,power,regular,tower
1780001978,power,regular,tower
1780001979,power,regular,tower
1780001980,power,regular,tower
1780001981,power,regular,tower
1780001982,power,regular,tower
1780001983,power,regular,tower
1780001984,power,regular,tower
1780001985,power,regular,tower
1780001986,power,regular,tower
1780001987,power,regular,tower
1780001988,power,regular,tower
1780001989,power,regular,tower
1780001990,power,regular,tower
1780001991,power,regular,tower
1780001992,power,regular,tower
1780001993,power,regular,tower
1780001994,power,regular,tower
1780001995,power,regular,tower
1780001996,power,regular,tower
1780001997,power,regular,tower
1780001998,power,regular,tower
1780001999,power,regular,tower
1780002000,power,regular,tower
1780002001,power,regular,tower
1780002002,power,regular,tower
1780002003,power,regular,tower
1780002004,power,regular,tower
1780002005,power,regular,tower
1780002006,power,regular,tower
1780002007,power,regular,tower
1780002008,power,regular,tower
1780002009,power,regular,tower
1780002010,power,regular,tower
1780002011,power,regular,tower
1780002012,power,regular,tower
1780002013,power,regular,tower
1780002014,power,regular,tower
1780002015,power,regular,tower
1780002016,power,regular,tower
1780002017,power,regular,tower
1780002018,power,regular,tower
1780002019,power,regular,tower
1780002020,power,regular,tower
1780002021,power,regular,tower
1780002022,power,regular,tower
1780002023,power,regular,tower
1780002024,power,regular,tower
1780002025,power,regular,tower
1780002026,power,regular,tower
1780002027,power,regular,tower
1780002028,power,regular,tower
1780002029,power,regular,tower
1780002030,power,regular,tower
1780002031,power,regular,tower
1780002032,power,regular,tower
1780002033,power,regular,tower
1780002034,power,regular,tower
1780002035,power,regular,tower
1780002036,power,regular,tower
1780002037,power,regular,tower
1780002038,power,regular,tower
1780002039,power,regular,tower
1780002040,power,regular,tower
1780002041,power,regular,tower
1780002042,power,regular,tower
1780002043,power,regular,tower
1780002044,power,regular,tower
1780002045,power,regular,tower
1780002046,power,regular,tower
1780002047,power,regular,tower
1780002048,power,regular,tower
1780002049,power,regular,tower
1780002050,power,regular,tower
1780002051,power,regular,tower
1780002052,power,regular,tower
1780002053,power,regular,tower
1780002054,power,regular,tower
1780002055,power,regular,tower
1780002056,power,regular,tower
1780002057,power,regular,tower
1780002058,power,regular,tower
1780002059,power,regular,tower
1780002060,power,regular,tower
1780002061,power,regular,tower
1780002062,power,regular,tower
1780002063,power,regular,tower
1780002064,power,regular,tower
1780002065,power,regular,tower
1780002066,power,regular,tower
1780002067,power,regular,tower
1780002068,power,regular,tower
1780002069,power,regular,tower
1780002070,power,regular,tower
1780002071,power,regular,tower
1780002072,power,regular,tower
1780002073,power,regular,tower
1780002074,power,regular,tower
1780002075,power,regular,tower
1780002076,power,regular,tower
1780002077,power,regular,tower
1780002078,power,regular,tower
1780002079,power,regular,tower
1780002080,power,regular,tower
1780002081,power,regular,tower
1780002082,power,regular,tower
1780002083,power,regular,tower
1780002084,power,regular,tower
1780002085,power,regular,tower
1780002086,power,regular,tower
1780002087,power,regular,tower
1780002088,power,regular,tower
1780002089,power,regular,tower
1780002090,power,regular,tower
1780002091,power,regular,tower
1780002092,power,regular,tower
1780002093,power,regular,tower
1780002094,power,regular,tower
1780002095,power,regular,tower
1780002096,power,regular,tower
1780002097,power,regular,tower
1780002098,power,regular,tower
1780002099,power,regular,tower
1780002100,power,regular,tower
1780002101,power,regular,tower
1780002102,power,regular,tower
1780002103,power,regular,tower
1780002104,power,regular,tower
1780002105,power,regular,tower
1780002106,power,regular,tower
1780002107,power,regular,tower
1780002108,power,regular,tower
1780002109,power,regular,tower
1780002110,power,regular,tower
1780002111,power,regular,tower
1780002112,power,regular,tower
1780002113,power,regular,tower
1780002114,power,regular,tower
1780002115,power,regular,tower
1780002116,power,regular,tower
1780002117,power,regular,tower
1780002118,power,regular,tower
1780002119,power,regular,tower
1780002120,power,regular,tower
1780002121,power,regular,tower
1780002122,power,regular,tower
1780002123,power,regular,tower
1780002124,power,regular,tower
1780002125,power,regular,tower
1780002126,power,regular,tower
1780002127,power,regular,tower
1780002128,power,regular,tower
1780002129,power,regular,tower
1780002130,power,regular,tower
1780002131,power,regular,tower
1780002132,power,regular,tower
1780002133,power,regular,tower
1780002134,power,regular,tower
1780002135,power,regular,tower
1780002136,power,regular,tower
1780002137,power,regular,tower
1780002138,power,regular,tower
1780002139,power,regular,tower
1780002140,power,regular,tower
1780002141,power,regular,tower
1780002142,power,regular,tower
1780002143,power,regular,tower
1780002144,power,regular,tower
1780002145,power,regular,tower
1780002146,power,regular,tower
1780002147,power,regular,tower
1780002148,power,regular,tower
1780002149,power,regular,tower
1780002150,power,regular,tower
1780002151,power,regular,tower
1780002152,power,regular,tower
1780002153,power,regular,tower
1780002154,power,regular,tower
1780002155,power,regular,tower
1780002156,power,regular,tower
1780002157,power,regular,tower
1780002158,power,regular,tower
1780002159,power,regular,tower
1780002160,power,regular,tower
1780002161,power,regular,tower
1780002162,power,regular,tower
1780002163,power,regular,tower
1780002164,power,regular,tower
1780002165,power,regular,tower
1780002166,power,regular,tower
1780002167,power,regular,tower
1780002168,power,regular,tower
1780002169,power,regular,tower
1780002170,power,regular,tower
1780002171,power,regular,tower
1780002172,power,regular,tower
1780002173,power,regular,tower
1780002174,power,regular,tower
1780002175,power,regular,tower
1780002176,power,regular,tower
1780002177,power,regular,tower
1780002178,power,regular,tower
1780002179,power,regular,tower
1780002180,power,regular,tower
1780002181,power,regular,tower
1780002182,power,regular,tower
1780002183,power,regular,tower
1780002184,power,regular,tower
1780002185,power,regular,tower
1780002186,power,regular,tower
1780002187,power,regular,tower
1780002188,power,regular,tower
1780002189,power,regular,tower
1780002190,power,regular,tower
1780002191,power,regular,tower
1780002192,power,regular,tower
1780002193,power,regular,tower
1780002194,power,regular,tower
1780002195,power,regular,tower
1780002196,power,regular,tower
1780002197,power,regular,tower
1780002198,power,regular,tower
1780002199,power,regular,tower
1780002200,power,regular,tower
1780002203,power,regular,tower
1780002205,power,regular,tower
1780002206,power,regular,tower
1780002208,power,regular,tower
1780002209,power,regular,tower
1780002210,power,regular,tower
1780002212,power,regular,tower
1780002213,power,regular,tower
1780002215,power,regular,tower
1780002216,power,regular,tower
1780002217,power,regular,tower
1780002218,power,regular,tower
1780002219,power,regular,tower
1780002220,power,regular,tower
1780002221,power,regular,tower
1780002226,power,regular,tower
1780002229,power,regular,tower
1780002230,power,regular,tower
1780002231,power,regular,tower
1780002232,power,regular,tower
1780002233,power,regular,tower
1780002234,power,regular,tower
1780002235,power,regular,tower
1780002236,power,regular,tower
1780002237,power,regular,tower
1780002238,power,regular,tower
1780002239,power,regular,tower
1780002240,power,regular,tower
1780002241,power,regular,tower
1780002242,power,regular,tower
1780002243,power,regular,tower
1780002244,power,regular,tower
1780002245,power,regular,tower
1780002246,power,regular,tower
1780002247,power,regular,tower
1780002248,power,regular,tower
1780002249,power,regular,tower
1780002250,power,regular,tower
1780002251,power,regular,tower
1780002252,power,regular,tower
1780002253,power,regular,tower
1780002254,power,regular,tower
1780002255,power,regular,tower
1780002256,power,regular,tower
1780002257,power,regular,tower
1780002258,power,regular,tower
1780002259,power,regular,tower
1780002260,power,regular,tower
1780002261,power,regular,tower
1780002262,power,regular,tower
1780002263,power,regular,tower
1780002264,power,regular,tower
1780002265,power,regular,tower
1780002266,power,regular,tower
1780002267,power,regular,tower
1780002268,power,regular,tower
1780002269,power,regular,tower
1780002270,power,regular,tower
1780002271,power,regular,tower
1780002272,power,regular,tower
1780002273,power,regular,tower
1780002274,power,regular,tower
1780002275,power,regular,tower
1780002276,power,regular,tower
1780002277,power,regular,tower
1780002278,power,regular,tower
1780002279,power,regular,tower
1780002280,power,regular,tower
1780002281,power,regular,tower
1780002282,power,regular,tower
1780002283,power,regular,tower
1780002284,power,regular,tower
1780002285,power,regular,tower
1780002286,power,regular,tower
1780002287,power,regular,tower
1780002288,power,regular,tower
1780002289,power,regular,tower
1780002290,power,regular,tower
1780002291,power,regular,tower
1780002292,power,regular,tower
1780002293,power,regular,tower
1780002294,power,regular,tower
1780002295,power,regular,tower
1780002296,power,regular,tower
1780002297,power,regular,tower
1780002298,power,regular,tower
1780002299,power,regular,tower
1780002300,power,regular,tower
1780002301,power,regular,tower
1780002302,power,regular,tower
1780002303,power,regular,tower
1780002304,power,regular,tower
1780002305,power,regular,tower
1780002306,power,regular,tower
